Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2019-02-28,63.784,64,62.162,63.976,52603265
2019-03-01,61.388,61.426,58.38,58.958,114556875
2019-03-04,59.624,59.8,56.556,57.072,85484090
2019-03-05,56.4,56.8,54.02,55.308,93823700
2019-03-06,55.296,56.301,54.878,55.248,51677425
2019-03-07,55.768,56.94,54.85,55.318,47212415
2019-03-08,55.382,57.118,55.178,56.828,44098125
2019-03-11,56.704,58.256,56.1,58.184,36961390
2019-03-12,57.298,57.614,56.212,56.672,37520685
2019-03-13,56.78,58.398,56.54,57.792,34223595
2019-03-14,58.49,59.078,57.658,57.992,35517235
2019-03-15,56.702,56.745,54.88,55.086,73927655
2019-03-18,55.2,55.61,53.46,53.898,51404900
2019-03-19,53.5,54.66,52.692,53.494,59003150
2019-03-20,53.938,54.994,53.26,54.72,34541120
2019-03-21,54.52,55.29,53.69,54.804,29735490
2019-03-22,54.516,54.56,52.8,52.906,43728045
2019-03-25,51.942,52.636,50.892,52.084,51075145
2019-03-26,52.888,54.052,52.886,53.554,36754740
2019-03-27,53.75,55.074,53.637,54.966,43895830
2019-03-28,55.432,56.066,55.02,55.724,33870465
2019-03-29,55.74,56.032,54.9,55.972,29956690
2019-04-01,56.524,57.84,56.256,57.836,40552195
2019-04-02,57.66,57.888,56.776,57.176,27394700
2019-04-03,57.464,59.234,57.434,58.362,39649320
2019-04-04,52.378,54.24,52.118,53.556,118603645
2019-04-05,53.972,55.22,53.222,54.992,65191285
2019-04-08,55.538,56.232,54.088,54.64,52052180
2019-04-09,54.33,55,53.922,54.462,29520155
2019-04-10,55.348,55.676,54.579,55.212,35306570
2019-04-11,53.66,54.1,53.12,53.684,49179635
2019-04-12,54.044,54.39,53.366,53.54,33729870
2019-04-15,53.726,53.776,51.726,53.276,50192895
2019-04-16,53.15,55,52.944,54.672,36364650
2019-04-17,54.95,54.958,53.707,54.246,25632340
2019-04-18,54.246,54.968,53.95,54.652,29381625
2019-04-22,53.8,53.936,52.496,52.55,60735705
2019-04-23,52.03,53.12,51.15,52.78,54719295
2019-04-24,52.77,53.064,51.6,51.732,53637270
2019-04-25,51,51.8,49.214,49.514,109246965
2019-04-26,49.3,49.336,46.226,47.028,111803545
2019-04-29,47.172,48.796,46.434,48.294,83572380
2019-04-30,48.412,48.842,47.4,47.738,47323140
2019-05-01,47.77,48,46.3,46.802,53521770
2019-05-02,49.104,49.426,47.544,48.82,90796695
2019-05-03,48.772,51.322,48.698,51.006,118533855
2019-05-06,50.004,51.67,49.7,51.068,54169715
2019-05-07,51.36,51.442,49.02,49.412,50657040
2019-05-08,49.388,50.12,48.84,48.968,30882200
2019-05-09,48.4,48.736,47.389,48.396,33556910
2019-05-10,47.95,48.398,47.204,47.904,35041680
2019-05-13,46.402,46.494,44.9,45.402,54173980
2019-05-14,45.86,46.9,45.6,46.462,36262060
2019-05-15,45.864,46.488,45.05,46.39,36479880
2019-05-16,45.898,46.2,45.3,45.666,37416365
2019-05-17,44.392,44.448,41.784,42.206,88933330
2019-05-20,40.56,41.2,39.05,41.072,102630975
2019-05-21,39.552,41.48,39.208,41.016,90019495
2019-05-22,39.82,40.788,38.356,38.546,93425935
2019-05-23,38.868,39.893,37.244,39.098,132735710
2019-05-24,39.966,39.996,37.75,38.126,70682860
2019-05-28,38.24,39,37.57,37.74,51564505
2019-05-29,37.42,38.478,37.008,37.972,59843190
2019-05-30,37.75,38.451,37.404,37.644,39632375
2019-05-31,37.02,37.984,36.82,37.032,52033660
2019-06-03,37.102,37.336,35.398,35.794,65322050
2019-06-04,36.22,38.796,35.922,38.72,69037610
2019-06-05,39.736,40.256,38.37,39.318,67553780
2019-06-06,40.888,42.2,40.36,41.19,101210755
2019-06-07,41,42.169,40.7,40.9,80017635
2019-06-10,42.05,43.388,41.802,42.576,52925195
2019-06-11,43.829,44.18,42.7,43.42,58267685
2019-06-12,44.59,44.676,41.8,41.852,75987720
2019-06-13,42.076,42.98,41.502,42.782,40841300
2019-06-14,42.25,43.33,42.08,42.984,37167010
2019-06-17,43.096,45.4,42.854,45.006,61584015
2019-06-18,45.744,46.948,44.512,44.948,63578940
2019-06-19,45.022,45.554,44.212,45.286,32875675
2019-06-20,44.6,45.38,43.27,43.924,59317310
2019-06-21,43.244,44.436,43.1,44.372,41010390
2019-06-24,44.648,45.172,44.204,44.728,28753855
2019-06-25,44.878,45.068,43.898,43.952,30910355
2019-06-26,44.062,45.446,43.62,43.854,42536040
2019-06-27,43.89,44.58,43.47,44.568,31698550
2019-06-28,44.198,45.034,44.16,44.692,34256920
2019-07-01,46.042,46.62,45.256,45.434,41189820
2019-07-02,45.778,45.83,44.444,44.91,46295135
2019-07-03,47.878,48.314,46.902,46.98,71005740
2019-07-05,46.914,47.09,46.16,46.62,35328690
2019-07-08,46.248,46.45,45.732,46.068,29402710
2019-07-09,45.794,46.2,45.456,46.012,30954175
2019-07-10,46.83,47.788,46.628,47.784,45728680
2019-07-11,47.628,48.3,47.16,47.72,37572150
2019-07-12,47.95,49.076,47.942,49.016,46002605
2019-07-15,49.6,50.884,48.972,50.7,55000460
2019-07-16,49.86,50.706,49.587,50.476,40744945
2019-07-17,51.134,51.662,50.67,50.972,48823635
2019-07-18,50.708,51.15,50.377,50.708,23822415
2019-07-19,51.138,51.992,50.924,51.636,35242050
2019-07-22,51.75,52.431,50.838,51.136,34231365
2019-07-23,51.342,52.096,50.9,52.034,25115605
2019-07-24,51.834,53.214,51.632,52.976,55364175
2019-07-25,46.7,46.9,45.11,45.764,112091260
2019-07-26,45.384,46.052,44.45,45.608,50138485
2019-07-29,45.418,47.188,45.207,47.154,46366655
2019-07-30,46.58,48.672,46.436,48.452,40545070
2019-07-31,48.6,49.336,47.33,48.322,45891040
2019-08-01,48.53,48.902,46.354,46.77,41297580
2019-08-02,46.27,47.254,45.846,46.868,30682405
2019-08-05,45.92,46.273,45.155,45.664,35141395
2019-08-06,46.376,46.5,45.15,46.15,27821000
2019-08-07,45.3,46.714,45.16,46.684,23882500
2019-08-08,46.89,47.96,46.53,47.66,26371745
2019-08-09,47.211,47.792,46.762,47.002,19491220
2019-08-12,46.598,47.154,45.75,45.802,23319685
2019-08-13,45.762,47.2,45.51,47,24344990
2019-08-14,46.242,46.3,43.338,43.924,47812955
2019-08-15,44.172,44.312,42.31,43.128,41159760
2019-08-16,43.332,44.448,43.204,43.988,26036880
2019-08-19,44.842,45.566,44.34,45.366,26558740
2019-08-20,45.524,45.818,44.908,45.172,20852635
2019-08-21,44.402,44.644,43.52,44.166,38998720
2019-08-22,44.56,45.08,43.644,44.43,32824820
2019-08-23,43.994,44.234,42.2,42.28,42798520
2019-08-26,42.72,43.004,42.308,43,25272070
2019-08-27,43.148,43.76,42.406,42.816,27103635
2019-08-28,42.738,43.45,42.462,43.118,16193125
2019-08-29,43.8,44.68,43.6,44.342,25915520
2019-08-30,45.83,46.488,44.843,45.122,46638875
2019-09-03,44.816,45.79,44.632,45.002,26802730
2019-09-04,45.378,45.692,43.841,44.136,28843480
2019-09-05,44.5,45.96,44.17,45.916,37016610
2019-09-06,45.44,45.928,45.034,45.49,20946860
2019-09-09,45.932,46.752,45.846,46.358,24013345
2019-09-10,46.16,47.108,45.788,47.108,24418570
2019-09-11,47.476,49.635,47.2,49.42,50213885
2019-09-12,49.54,50.7,48.88,49.174,42906050
2019-09-13,49.392,49.69,48.973,49.04,26565725
2019-09-16,49.2,49.486,48.234,48.562,23640480
2019-09-17,48.494,49.12,48.074,48.958,19734545
2019-09-18,49,49.634,48.474,48.698,21140515
2019-09-19,49.2,49.588,48.968,49.32,24415675
2019-09-20,49.298,49.389,47.632,48.124,32531320
2019-09-23,48,49.036,47.844,48.246,21958150
2019-09-24,48.304,48.398,44.522,44.642,64705560
2019-09-25,44.912,45.796,43.672,45.74,47221430
2019-09-26,46.132,48.662,45.48,48.512,60393925
2019-09-27,48.44,49.742,47.746,48.426,55615895
2019-09-30,48.6,48.796,47.222,48.174,29730805
2019-10-01,48.3,49.19,47.826,48.938,30981450
2019-10-02,48.658,48.93,47.886,48.626,31282740
2019-10-03,46.372,46.896,44.856,46.606,75688815
2019-10-04,46.322,46.956,45.614,46.286,40105900
2019-10-07,45.96,47.712,45.71,47.544,40434785
2019-10-08,47.174,48.788,46.9,48.01,43511690
2019-10-09,48.264,49.459,48.13,48.906,34675165
2019-10-10,49.056,49.856,48.316,48.948,31567085
2019-10-11,49.43,50.216,49.362,49.578,42440795
2019-10-14,49.58,51.71,49.426,51.392,51134315
2019-10-15,51.54,52,50.824,51.578,32397280
2019-10-16,51.478,52.42,51.384,51.95,33521515
2019-10-17,52.5,52.956,52.034,52.394,23895215
2019-10-18,52.14,52.56,51.02,51.39,28768330
2019-10-21,51.666,51.9,50.036,50.7,25540505
2019-10-22,50.868,51.666,50.17,51.116,23125475
2019-10-23,50.9,51.228,50.27,50.936,56080910
2019-10-24,59.674,60.986,57.84,59.936,149096155
2019-10-25,59.544,66,59.222,65.626,150030455
2019-10-28,65.508,68.168,64.52,65.542,94351430
2019-10-29,63.998,64.86,62.95,63.244,63421335
2019-10-30,62.6,63.758,61.994,63.002,48209050
2019-10-31,62.62,63.8,62.6,62.984,25334780
2019-11-01,63.264,63.296,61.96,62.662,31919645
2019-11-04,62.96,64.388,61.852,63.494,43935200
2019-11-05,63.924,64.702,63.224,63.444,34717085
2019-11-06,63.6,65.344,62.9,65.316,39704660
2019-11-07,65.828,68.3,65.604,67.108,72336740
2019-11-08,66.9,67.492,66.5,67.428,30371105
2019-11-11,68.79,69.838,68.4,69.018,49968445
2019-11-12,69.38,70.074,68.808,69.986,36796915
2019-11-13,71,71.266,69.036,69.222,42339315
2019-11-14,69.222,70.768,68.582,69.87,32358515
2019-11-15,70.128,70.56,69.672,70.434,24062815
2019-11-18,70.583,70.63,69.22,69.998,22042525
2019-11-19,70.35,71.998,69.56,71.904,38680390
2019-11-20,72,72.24,69.914,70.444,33669825
2019-11-21,70.902,72.168,70.801,70.966,30550065
2019-11-22,68.032,68.2,66,66.608,84353210
2019-11-25,68.864,68.914,66.892,67.268,61728825
2019-11-26,67.054,67.1,65.42,65.784,39781195
2019-11-27,66.224,66.786,65.714,66.21,27764040
2019-11-29,66.222,66.252,65.5,65.988,12328145
2019-12-02,65.88,67.277,65.737,66.974,30409930
2019-12-03,66.524,67.582,66.437,67.24,33067380
2019-12-04,67.55,67.572,66.57,66.606,27681275
2019-12-05,66.566,66.885,65.45,66.074,18684880
2019-12-06,67,67.772,66.954,67.178,38094685
2019-12-09,67.318,68.89,67.016,67.906,45201085
2019-12-10,67.992,70.146,67.862,69.768,44199755
2019-12-11,70.375,71.438,70.218,70.54,34595810
2019-12-12,70.984,72.548,70.646,71.936,38881055
2019-12-13,72.21,73.042,70.928,71.678,32871405
2019-12-16,72.51,76.722,72.5,76.3,91104700
2019-12-17,75.798,77.1,75.18,75.798,42518875
2019-12-18,76.126,79.044,76.116,78.63,70681960
2019-12-19,79.464,81.37,79.3,80.808,90601535
2019-12-20,82.058,82.6,80.037,81.118,73926030
2019-12-23,82.356,84.402,82,83.844,66664105
2019-12-24,83.672,85.094,82.538,85.05,40273600
2019-12-26,85.582,86.696,85.27,86.188,53241445
2019-12-27,87,87.062,85.222,86.076,49784135
2019-12-30,85.758,85.8,81.852,82.94,63006325
2019-12-31,81,84.258,80.416,83.666,51462280
2020-01-02,84.9,86.139,84.342,86.052,47791930
2020-01-03,88.1,90.8,87.384,88.602,88973485
2020-01-06,88.094,90.312,88,90.308,50787495
2020-01-07,92.28,94.326,90.671,93.812,91045690
2020-01-08,94.74,99.7,93.646,98.428,155996965
2020-01-09,99.42,99.76,94.574,96.268,142315930
2020-01-10,96.358,96.988,94.74,95.63,64884160
2020-01-13,98.7,105.13,98.4,104.97,133172735
2020-01-14,108.85,109.48,104.98,107.58,145306885
2020-01-15,105.95,107.57,103.36,103.7,86844155
2020-01-16,98.75,102.89,98.434,102.7,108683265
2020-01-17,101.52,103.13,100.63,102.1,68145365
2020-01-21,106.05,109.72,105.68,109.44,89017355
2020-01-22,114.38,118.9,111.82,113.91,156845140
2020-01-23,112.85,116.4,111.12,114.44,98255210
2020-01-24,114.13,114.77,110.85,112.96,71768000
2020-01-27,108.4,112.89,107.86,111.6,68040340
2020-01-28,113.7,115.36,111.62,113.38,58942465
2020-01-29,115.14,117.96,113.49,116.2,91083360
2020-01-30,126.48,130.18,123.6,128.16,145028380
2020-01-31,128,130.6,126.5,130.11,78596330
2020-02-03,134.74,157.23,134.7,156,236167475
2020-02-04,176.59,193.8,166.78,177.41,304693790
2020-02-05,164.65,169.2,140.82,146.94,242119185
2020-02-06,139.98,159.17,137.4,149.79,199403760
2020-02-07,146.11,153.95,146,149.61,85317605
2020-02-10,160,164,150.48,154.26,123445815
2020-02-11,153.76,156.7,151.6,154.88,58487365
2020-02-12,155.57,157.95,152.67,153.46,60112350
2020-02-13,148.37,163.6,147,160.8,131446740
2020-02-14,157.44,162.59,157.1,160.01,78468555
2020-02-18,168.32,172,166.47,171.68,83491845
2020-02-19,184.7,188.96,180.2,183.48,127114790
2020-02-20,182.39,182.4,171.99,179.88,88174465
2020-02-21,181.4,182.61,176.09,180.2,71697230
2020-02-24,167.8,172.7,164.44,166.76,75960815
2020-02-25,169.8,171.32,157.4,159.98,86452405
2020-02-26,156.5,162.66,155.22,155.76,70769215
2020-02-27,146,147.95,133.8,135.8,121385800
2020-02-28,125.94,138.1,122.3,133.6,122820855
2020-03-02,142.25,148.74,137.33,148.72,100974955
2020-03-03,161,161.4,143.22,149.1,128920015
2020-03-04,152.79,153.3,144.95,149.9,75244885
2020-03-05,144.75,149.15,143.61,144.91,54263285
2020-03-06,138,141.4,136.85,140.7,63314590
2020-03-09,121.08,132.6,121,121.6,85368700
2020-03-10,131.89,133.6,121.6,129.07,77972215
2020-03-11,128.04,130.72,122.6,126.85,67067935
2020-03-12,116.18,118.9,109.25,112.11,94545260
2020-03-13,119,121.51,100.4,109.32,113201270
2020-03-16,93.9,98.974,88.434,89.014,102447320
2020-03-17,88.002,94.37,79.2,86.04,119972900
2020-03-18,77.8,80.972,70.102,72.244,118930810
2020-03-19,74.939,90.4,71.692,85.528,150977300
2020-03-20,87.64,95.4,85.158,85.506,141427510
2020-03-23,86.72,88.4,82.1,86.858,82272745
2020-03-24,95.46,102.74,94.8,101,114475850
2020-03-25,109.05,111.4,102.22,107.85,106113725
2020-03-26,109.48,112,102.45,105.63,87110410
2020-03-27,101,105.16,98.806,102.87,71887040
2020-03-30,102.05,103.33,98.246,100.43,59990335
2020-03-31,100.25,108.59,99.4,104.8,88857425
2020-04-01,100.8,102.79,95.02,96.312,66765900
2020-04-02,96.206,98.852,89.28,90.894,99292135
2020-04-03,101.9,103.1,93.678,96.002,112810380
2020-04-06,102.24,104.2,99.59,103.25,74509180
2020-04-07,109,113,106.47,109.09,89598920
2020-04-08,110.84,111.44,106.67,109.77,63280120
2020-04-09,112.42,115.04,111.42,114.6,68250000
2020-04-13,118.03,130.4,116.11,130.19,112377105
2020-04-14,139.79,148.38,138.49,141.98,152882555
2020-04-15,148.4,150.63,142,145.97,117885005
2020-04-16,143.39,151.89,141.34,149.04,103289310
2020-04-17,154.46,154.99,149.53,150.78,65641185
2020-04-20,146.54,153.11,142.44,149.27,73732885
2020-04-21,146.02,150.67,134.76,137.34,101045465
2020-04-22,140.8,146.8,137.74,146.42,71124155
2020-04-23,145.52,146.8,140.63,141.13,66183485
2020-04-24,142.16,146.15,139.64,145.03,66188060
2020-04-27,147.52,159.9,147,159.75,103407210
2020-04-28,159.13,161,151.34,153.82,76109820
2020-04-29,158.03,160.64,156.63,160.1,81079910
2020-04-30,171.04,173.96,152.7,156.38,142359270
2020-05-01,151,154.55,136.61,140.26,162659035
2020-05-04,140.2,152.4,139.6,152.24,96185450
2020-05-05,157.96,159.78,152.44,153.64,84958280
2020-05-06,155.3,157.96,152.22,156.52,55616155
2020-05-07,155.44,159.28,154.47,156.01,57638430
2020-05-08,158.75,164.8,157.4,163.88,80650435
2020-05-11,158.1,164.8,157,162.26,82598005
2020-05-12,165.4,168.66,161.6,161.88,79534525
2020-05-13,164.17,165.2,152.66,158.19,95327455
2020-05-14,156,160.67,152.8,160.67,68410940
2020-05-15,158.07,161.01,157.31,159.83,52592140
2020-05-18,165.56,166.94,160.78,162.73,58490510
2020-05-19,163.03,164.41,161.22,161.6,48182610
2020-05-20,164.1,165.2,162.36,163.11,36546355
2020-05-21,163.2,166.5,159.2,165.52,61272920
2020-05-22,164.43,166.36,162.4,163.38,49937375
2020-05-26,166.9,166.92,163.14,163.77,40448680
2020-05-27,164.17,165.54,157,164.05,57747650
2020-05-28,162.7,164.95,160.34,161.16,36378870
2020-05-29,161.75,167,160.84,167,59062445
2020-06-01,171.6,179.8,170.82,179.62,75426485
2020-06-02,178.94,181.73,174.2,176.31,67827980
2020-06-03,177.62,179.59,176.02,176.59,39747345
2020-06-04,177.98,179.15,171.69,172.88,44438565
2020-06-05,175.57,177.3,173.24,177.13,39059585
2020-06-08,183.8,190,181.83,189.98,70873635
2020-06-09,188,190.89,184.79,188.13,56940770
2020-06-10,198.38,205.5,196.5,205.01,92817065
2020-06-11,198.04,203.79,194.4,194.57,79582410
2020-06-12,196,197.6,182.52,187.06,83816870
2020-06-15,183.56,199.77,181.7,198.18,78485890
2020-06-16,202.37,202.58,192.48,196.43,70255390
2020-06-17,197.54,201,196.51,198.36,49454000
2020-06-18,200.6,203.84,198.89,200.79,48759680
2020-06-19,202.56,203.19,198.27,200.18,43398745
2020-06-22,199.99,201.78,198,198.86,31811750
2020-06-23,199.78,202.4,198.8,200.36,31826355
2020-06-24,198.82,200.18,190.63,192.17,54797965
2020-06-25,190.85,197.2,187.43,197.2,46272745
2020-06-26,198.96,199,190.97,191.95,44274540
2020-06-29,193.8,202,189.7,201.87,45132020
2020-06-30,201.3,217.54,200.75,215.96,84592505
2020-07-01,216.6,227.07,216.1,223.93,66634480
2020-07-02,244.3,245.6,237.12,241.73,86250575
2020-07-06,255.34,275.56,253.21,274.32,102849320
2020-07-07,281,285.9,267.34,277.97,107448305
2020-07-08,281,283.45,262.27,273.18,81556560
2020-07-09,279.4,281.71,270.26,278.86,58587990
2020-07-10,279.2,309.78,275.2,308.93,116687765
2020-07-13,331.8,359,294.22,299.41,194926810
2020-07-14,311.2,318,286.2,303.36,117090700
2020-07-15,308.6,310,291.4,309.2,81839145
2020-07-16,295.43,306.34,293.2,300.13,71503925
2020-07-17,302.69,307.5,298,300.17,46649860
2020-07-20,303.8,330,297.6,328.6,85606835
2020-07-21,327.99,335,311.6,313.67,80786400
2020-07-22,319.8,325.28,312.4,318.47,70805400
2020-07-23,335.79,337.8,296.15,302.61,121642520
2020-07-24,283.2,293,273.31,283.4,96983080
2020-07-27,287,309.59,282.6,307.92,80243345
2020-07-28,300.8,312.94,294.88,295.3,79043500
2020-07-29,300.2,306.96,297.4,299.82,47134465
2020-07-30,297.6,302.65,294.2,297.5,38105195
2020-07-31,303,303.41,284.2,286.15,61234800
2020-08-03,289.84,301.96,288.88,297,44046730
2020-08-04,299,305.48,292.4,297.4,42074950
2020-08-05,298.6,299.97,293.66,297,24890075
2020-08-06,298.17,303.46,295.45,297.92,29961565
2020-08-07,299.91,299.95,283,290.54,44482100
2020-08-10,289.6,291.5,277.17,283.71,37611320
2020-08-11,279.2,284,273,274.88,43129170
2020-08-12,294,317,287,310.95,109494170
2020-08-13,322.2,330.24,313.45,324.2,102126540
2020-08-14,333,333.76,325.33,330.14,62888070
2020-08-17,335.4,369.17,334.57,367.13,101211615
2020-08-18,379.8,384.78,369.02,377.42,82372455
2020-08-19,373,382.2,368.24,375.71,61026655
2020-08-20,372.14,404.4,371.41,400.37,103058980
2020-08-21,408.95,419.1,405.01,410,107447795
2020-08-24,425.26,425.8,385.5,402.84,100318105
2020-08-25,394.98,405.59,393.6,404.67,53294465
2020-08-26,412,433.2,410.73,430.63,71196910
2020-08-27,436.09,459.12,428.5,447.75,118465215
2020-08-28,459.02,463.7,437.3,442.68,100405880
2020-08-31,444.61,500.14,440.11,498.32,118374406
2020-09-01,502.14,502.49,470.51,475.05,90119419
2020-09-02,478.99,479.04,405.1206,447.37,96176128
2020-09-03,407.23,431.8,402,407,87596086
2020-09-04,402.81,428,372.0201,418.32,110321885
2020-09-08,356,368.74,329.88,330.21,115465691
2020-09-09,356.6,369,341.51,366.28,79465769
2020-09-10,386.21,398.99,360.56,371.34,84930608
2020-09-11,381.94,382.5,360.5,372.72,60717459
2020-09-14,380.95,420,373.3,419.62,83020608
2020-09-15,436.56,461.94,430.7,449.76,97298228
2020-09-16,439.87,457.79,435.31,441.76,72546760
2020-09-17,415.6,437.79,408.0001,423.43,76779163
2020-09-18,447.94,451,428.8,442.15,86406819
2020-09-21,453.13,455.68,407.07,449.39,109476800
2020-09-22,429.6,437.76,417.6001,424.23,79580795
2020-09-23,405.16,412.15,375.8801,380.36,95074176
2020-09-24,363.8,399.5,351.3,387.79,96561061
2020-09-25,393.47,408.7323,391.3,407.34,67208459
2020-09-28,424.62,428.08,415.55,421.2,49719561
2020-09-29,416,428.5,411.6,419.07,50341404
2020-09-30,421.32,433.93,420.47,429.01,48145566
2020-10-01,440.76,448.88,434.42,448.16,50741454
2020-10-02,421.39,439.13,415,415.09,71430025
2020-10-05,423.35,433.64,419.33,425.68,44722786
2020-10-06,423.79,428.7799,406.05,413.98,49146259
2020-10-07,419.87,429.9,413.845,425.3,43127709
2020-10-08,438.44,439,425.3,425.92,40421116
2020-10-09,430.13,434.5899,426.4601,434,28925656
2020-10-12,442,448.74,438.58,442.3,38791133
2020-10-13,443.35,448.89,436.6,446.65,34463665
2020-10-14,449.78,465.9,447.35,461.3,48045394
2020-10-15,450.31,456.57,442.5,448.88,35672354
2020-10-16,454.44,455.9499,438.85,439.67,32775879
2020-10-19,446.24,447,428.87,430.83,36287843
2020-10-20,431.75,431.75,419.0501,421.94,31656289
2020-10-21,422.7,432.95,421.25,422.64,32370461
2020-10-22,441.92,445.23,424.51,425.79,39993191
2020-10-23,421.84,422.8859,407.3801,420.63,33716980
2020-10-26,411.63,425.76,410,420.28,28239161
2020-10-27,423.76,430.5,420.1,424.68,22686506
2020-10-28,416.48,418.6,406,406.02,25451409
2020-10-29,409.96,418.06,406.46,410.83,22655308
2020-10-30,406.8954,407.5915,379.11,388.04,42587639
2020-11-02,394,406.9799,392.3,400.51,29021118
2020-11-03,409.73,427.77,406.69,423.9,34351715
2020-11-04,430.62,435.4,417.1,420.98,32143057
2020-11-05,428.3,440,424.0001,438.09,28414523
2020-11-06,436.1,436.57,424.28,429.95,21706014
2020-11-09,439.5,452.5,421,421.26,34833025
2020-11-10,420.09,420.09,396.0301,410.36,30284224
2020-11-11,416.45,418.695,410.58,417.13,17357722
2020-11-12,415.05,423,409.52,411.76,19940500
2020-11-13,410.85,412.5319,401.66,408.5,19830351
2020-11-16,408.93,412.45,404.0868,408.09,26838635
2020-11-17,460.17,462,433.01,441.61,61188281
2020-11-18,448.35,496,443.5001,486.64,78044024
2020-11-19,492,508.6112,487.57,499.27,62475346
2020-11-20,497.99,502.5,489.06,489.61,32911922
2020-11-23,503.5,526,501.79,521.85,50260304
2020-11-24,540.4,559.99,526.2,555.38,53648494
2020-11-25,550.06,574,545.37,574,48930162
2020-11-27,581.16,598.78,578.45,585.76,37561078
2020-11-30,602.21,607.8,554.51,567.6,63003052
2020-12-01,597.59,597.85,572.05,584.76,40382832
2020-12-02,556.44,571.54,541.21,568.82,47775653
2020-12-03,590.02,598.97,582.43,593.38,42552003
2020-12-04,591.01,599.04,585.5,599.04,29401314
2020-12-07,604.9197,648.7856,603.05,641.76,55988303
2020-12-08,625.505,651.28,618.5,649.88,63976555
2020-12-09,653.69,654.32,588,604.48,71009195
2020-12-10,574.37,627.75,566.34,627.07,67083153
2020-12-11,615.01,624,596.8,609.99,46474974
2020-12-14,619,642.7499,610.2001,639.83,52040649
2020-12-15,643.28,646.9,623.8,633.25,45223559
2020-12-16,628.23,632.5,605,622.77,42095813
